Año,Municipio,categoria_delito,Total_Anual
2024,Casimiro Castillo,SECUESTRO,0
2025,Casimiro Castillo,SECUESTRO,0
2015,Cañadas de Obregón,SECUESTRO,0
2016,Cañadas de Obregón,SECUESTRO,0
2017,Cañadas de Obregón,SECUESTRO,0
2018,Cañadas de Obregón,SECUESTRO,0
2019,Cañadas de Obregón,SECUESTRO,0
2020,Cañadas de Obregón,SECUESTRO,0
2021,Cañadas de Obregón,SECUESTRO,0
2022,Cañadas de Obregón,SECUESTRO,0
2023,Cañadas de Obregón,SECUESTRO,0
2024,Cañadas de Obregón,SECUESTRO,0
2025,Cañadas de Obregón,SECUESTRO,0
2015,Chapala,SECUESTRO,0
2016,Chapala,SECUESTRO,0
2017,Chapala,SECUESTRO,1
2018,Chapala,SECUESTRO,0
2019,Chapala,SECUESTRO,0
2020,Chapala,SECUESTRO,0
2021,Chapala,SECUESTRO,0
2022,Chapala,SECUESTRO,0
2023,Chapala,SECUESTRO,0
2024,Chapala,SECUESTRO,1
2025,Chapala,SECUESTRO,0
2015,Chimaltitán,SECUESTRO,0
2016,Chimaltitán,SECUESTRO,0
2017,Chimaltitán,SECUESTRO,0
2018,Chimaltitán,SECUESTRO,0
2019,Chimaltitán,SECUESTRO,0
2020,Chimaltitán,SECUESTRO,0
2021,Chimaltitán,SECUESTRO,0
2022,Chimaltitán,SECUESTRO,0
2023,Chimaltitán,SECUESTRO,0
2024,Chimaltitán,SECUESTRO,0
2025,Chimaltitán,SECUESTRO,0
2015,Chiquilistlán,SECUESTRO,0
2016,Chiquilistlán,SECUESTRO,0
2017,Chiquilistlán,SECUESTRO,0
2018,Chiquilistlán,SECUESTRO,0
2019,Chiquilistlán,SECUESTRO,0
2020,Chiquilistlán,SECUESTRO,0
2021,Chiquilistlán,SECUESTRO,0
2022,Chiquilistlán,SECUESTRO,0
2023,Chiquilistlán,SECUESTRO,0
2024,Chiquilistlán,SECUESTRO,0
2025,Chiquilistlán,SECUESTRO,0
2015,Cihuatlán,SECUESTRO,0
2016,Cihuatlán,SECUESTRO,1
2017,Cihuatlán,SECUESTRO,0
2018,Cihuatlán,SECUESTRO,0
2019,Cihuatlán,SECUESTRO,0
2020,Cihuatlán,SECUESTRO,0
2021,Cihuatlán,SECUESTRO,0
2022,Cihuatlán,SECUESTRO,0
2023,Cihuatlán,SECUESTRO,0
2024,Cihuatlán,SECUESTRO,0
2025,Cihuatlán,SECUESTRO,0
2015,Cocula,SECUESTRO,0
2016,Cocula,SECUESTRO,0
2017,Cocula,SECUESTRO,0
2018,Cocula,SECUESTRO,1
2019,Cocula,SECUESTRO,0
2020,Cocula,SECUESTRO,0
2021,Cocula,SECUESTRO,0
2022,Cocula,SECUESTRO,0
2023,Cocula,SECUESTRO,0
2024,Cocula,SECUESTRO,0
2025,Cocula,SECUESTRO,0
2015,Colotlán,SECUESTRO,1
2016,Colotlán,SECUESTRO,0
2017,Colotlán,SECUESTRO,0
2018,Colotlán,SECUESTRO,0
2019,Colotlán,SECUESTRO,0
2020,Colotlán,SECUESTRO,0
2021,Colotlán,SECUESTRO,0
2022,Colotlán,SECUESTRO,0
2023,Colotlán,SECUESTRO,0
2024,Colotlán,SECUESTRO,0
2025,Colotlán,SECUESTRO,0
2015,Concepción de Buenos Aires,SECUESTRO,0
2016,Concepción de Buenos Aires,SECUESTRO,0
2017,Concepción de Buenos Aires,SECUESTRO,0
2018,Concepción de Buenos Aires,SECUESTRO,0
2019,Concepción de Buenos Aires,SECUESTRO,0
2020,Concepción de Buenos Aires,SECUESTRO,0
2021,Concepción de Buenos Aires,SECUESTRO,0
2022,Concepción de Buenos Aires,SECUESTRO,0
2023,Concepción de Buenos Aires,SECUESTRO,0
2024,Concepción de Buenos Aires,SECUESTRO,0
2025,Concepción de Buenos Aires,SECUESTRO,0
2015,Cuautitlán de García Barragán,SECUESTRO,1
2016,Cuautitlán de García Barragán,SECUESTRO,0
2017,Cuautitlán de García Barragán,SECUESTRO,0
2018,Cuautitlán de García Barragán,SECUESTRO,0
2019,Cuautitlán de García Barragán,SECUESTRO,0
2020,Cuautitlán de García Barragán,SECUESTRO,0
2021,Cuautitlán de García Barragán,SECUESTRO,0
2022,Cuautitlán de García Barragán,SECUESTRO,0
2023,Cuautitlán de García Barragán,SECUESTRO,0
2024,Cuautitlán de García Barragán,SECUESTRO,0
2025,Cuautitlán de García Barragán,SECUESTRO,0
2015,Cuautla,SECUESTRO,0
2016,Cuautla,SECUESTRO,0
2017,Cuautla,SECUESTRO,0
2018,Cuautla,SECUESTRO,0
2019,Cuautla,SECUESTRO,0
2020,Cuautla,SECUESTRO,0
2021,Cuautla,SECUESTRO,0
2022,Cuautla,SECUESTRO,0
2023,Cuautla,SECUESTRO,0
2024,Cuautla,SECUESTRO,0
2025,Cuautla,SECUESTRO,0
2015,Cuquío,SECUESTRO,0
2016,Cuquío,SECUESTRO,0
2017,Cuquío,SECUESTRO,0
2018,Cuquío,SECUESTRO,0
2019,Cuquío,SECUESTRO,0
2020,Cuquío,SECUESTRO,0
2021,Cuquío,SECUESTRO,0
2022,Cuquío,SECUESTRO,0
2023,Cuquío,SECUESTRO,0
2024,Cuquío,SECUESTRO,0
2025,Cuquío,SECUESTRO,0
2015,Degollado,SECUESTRO,0
2016,Degollado,SECUESTRO,4
2017,Degollado,SECUESTRO,0
2018,Degollado,SECUESTRO,0
2019,Degollado,SECUESTRO,0
2020,Degollado,SECUESTRO,0
2021,Degollado,SECUESTRO,0
2022,Degollado,SECUESTRO,0
2023,Degollado,SECUESTRO,0
2024,Degollado,SECUESTRO,0
2025,Degollado,SECUESTRO,0
2015,Ejutla,SECUESTRO,0
2016,Ejutla,SECUESTRO,0
2017,Ejutla,SECUESTRO,0
2018,Ejutla,SECUESTRO,0
2019,Ejutla,SECUESTRO,0
2020,Ejutla,SECUESTRO,0
2021,Ejutla,SECUESTRO,0
2022,Ejutla,SECUESTRO,0
2023,Ejutla,SECUESTRO,0
2024,Ejutla,SECUESTRO,0
2025,Ejutla,SECUESTRO,0
2015,El Arenal,SECUESTRO,0
2016,El Arenal,SECUESTRO,0
2017,El Arenal,SECUESTRO,0
2018,El Arenal,SECUESTRO,0
2019,El Arenal,SECUESTRO,0
2020,El Arenal,SECUESTRO,0
2021,El Arenal,SECUESTRO,0
2022,El Arenal,SECUESTRO,0
2023,El Arenal,SECUESTRO,0
2024,El Arenal,SECUESTRO,0
2025,El Arenal,SECUESTRO,0
2015,El Grullo,SECUESTRO,0
2016,El Grullo,SECUESTRO,0
2017,El Grullo,SECUESTRO,0
2018,El Grullo,SECUESTRO,0
2019,El Grullo,SECUESTRO,0
2020,El Grullo,SECUESTRO,0
2021,El Grullo,SECUESTRO,0
2022,El Grullo,SECUESTRO,0
2023,El Grullo,SECUESTRO,0
2024,El Grullo,SECUESTRO,0
2025,El Grullo,SECUESTRO,0
2015,El Limón,SECUESTRO,0
2016,El Limón,SECUESTRO,0
2017,El Limón,SECUESTRO,0
2018,El Limón,SECUESTRO,0
2019,El Limón,SECUESTRO,0
2020,El Limón,SECUESTRO,0
2021,El Limón,SECUESTRO,0
2022,El Limón,SECUESTRO,0
2023,El Limón,SECUESTRO,0
2024,El Limón,SECUESTRO,0
2025,El Limón,SECUESTRO,0
2015,El Salto,SECUESTRO,1
2016,El Salto,SECUESTRO,0
2017,El Salto,SECUESTRO,0
2018,El Salto,SECUESTRO,0
2019,El Salto,SECUESTRO,2
2020,El Salto,SECUESTRO,0
2021,El Salto,SECUESTRO,1
2022,El Salto,SECUESTRO,0
2023,El Salto,SECUESTRO,0
2024,El Salto,SECUESTRO,1
2025,El Salto,SECUESTRO,2
2015,Encarnación de Díaz,SECUESTRO,0
2016,Encarnación de Díaz,SECUESTRO,0
2017,Encarnación de Díaz,SECUESTRO,0
2018,Encarnación de Díaz,SECUESTRO,0
2019,Encarnación de Díaz,SECUESTRO,0
2020,Encarnación de Díaz,SECUESTRO,0
2021,Encarnación de Díaz,SECUESTRO,0
2022,Encarnación de Díaz,SECUESTRO,0
2023,Encarnación de Díaz,SECUESTRO,0
2024,Encarnación de Díaz,SECUESTRO,0
2025,Encarnación de Díaz,SECUESTRO,0
2015,Etzatlán,SECUESTRO,0
2016,Etzatlán,SECUESTRO,0
2017,Etzatlán,SECUESTRO,0
2018,Etzatlán,SECUESTRO,0
2019,Etzatlán,SECUESTRO,0
2020,Etzatlán,SECUESTRO,0
2021,Etzatlán,SECUESTRO,0
2022,Etzatlán,SECUESTRO,0
2023,Etzatlán,SECUESTRO,0
2024,Etzatlán,SECUESTRO,0
2025,Etzatlán,SECUESTRO,0
2015,Guachinango,SECUESTRO,0
2016,Guachinango,SECUESTRO,0
2017,Guachinango,SECUESTRO,0
2018,Guachinango,SECUESTRO,0
2019,Guachinango,SECUESTRO,0
2020,Guachinango,SECUESTRO,0
2021,Guachinango,SECUESTRO,0
2022,Guachinango,SECUESTRO,0
2023,Guachinango,SECUESTRO,0
2024,Guachinango,SECUESTRO,0
2025,Guachinango,SECUESTRO,0
2015,Guadalajara,SECUESTRO,0
2016,Guadalajara,SECUESTRO,1
2017,Guadalajara,SECUESTRO,2
2018,Guadalajara,SECUESTRO,6
2019,Guadalajara,SECUESTRO,4
2020,Guadalajara,SECUESTRO,3
2021,Guadalajara,SECUESTRO,3
2022,Guadalajara,SECUESTRO,8
2023,Guadalajara,SECUESTRO,2
2024,Guadalajara,SECUESTRO,2
2025,Guadalajara,SECUESTRO,2
2015,Gómez Farías,SECUESTRO,0
2016,Gómez Farías,SECUESTRO,0
2017,Gómez Farías,SECUESTRO,0
2018,Gómez Farías,SECUESTRO,1
2019,Gómez Farías,SECUESTRO,0
2020,Gómez Farías,SECUESTRO,0
2021,Gómez Farías,SECUESTRO,0
2022,Gómez Farías,SECUESTRO,0
2023,Gómez Farías,SECUESTRO,0
2024,Gómez Farías,SECUESTRO,0
2025,Gómez Farías,SECUESTRO,0
2015,Hostotipaquillo,SECUESTRO,0
2016,Hostotipaquillo,SECUESTRO,0
2017,Hostotipaquillo,SECUESTRO,0
2018,Hostotipaquillo,SECUESTRO,0
2019,Hostotipaquillo,SECUESTRO,0
2020,Hostotipaquillo,SECUESTRO,0
2021,Hostotipaquillo,SECUESTRO,0
2022,Hostotipaquillo,SECUESTRO,0
2023,Hostotipaquillo,SECUESTRO,0
2024,Hostotipaquillo,SECUESTRO,0
2025,Hostotipaquillo,SECUESTRO,0
2015,Huejuquilla el Alto,SECUESTRO,1
2016,Huejuquilla el Alto,SECUESTRO,1
2017,Huejuquilla el Alto,SECUESTRO,1
2018,Huejuquilla el Alto,SECUESTRO,0
2019,Huejuquilla el Alto,SECUESTRO,0
2020,Huejuquilla el Alto,SECUESTRO,0
2021,Huejuquilla el Alto,SECUESTRO,0
2022,Huejuquilla el Alto,SECUESTRO,0
2023,Huejuquilla el Alto,SECUESTRO,0
2024,Huejuquilla el Alto,SECUESTRO,0
2025,Huejuquilla el Alto,SECUESTRO,0
2015,Huejúcar,SECUESTRO,0
2016,Huejúcar,SECUESTRO,1
2017,Huejúcar,SECUESTRO,0
2018,Huejúcar,SECUESTRO,0
2019,Huejúcar,SECUESTRO,0
2020,Huejúcar,SECUESTRO,0
2021,Huejúcar,SECUESTRO,0
2022,Huejúcar,SECUESTRO,0
2023,Huejúcar,SECUESTRO,0
2024,Huejúcar,SECUESTRO,0
2025,Huejúcar,SECUESTRO,0
2015,Ixtlahuacán de los Membrillos,SECUESTRO,0
2016,Ixtlahuacán de los Membrillos,SECUESTRO,0
2017,Ixtlahuacán de los Membrillos,SECUESTRO,0
2018,Ixtlahuacán de los Membrillos,SECUESTRO,0
2019,Ixtlahuacán de los Membrillos,SECUESTRO,0
2020,Ixtlahuacán de los Membrillos,SECUESTRO,1
2021,Ixtlahuacán de los Membrillos,SECUESTRO,0
2022,Ixtlahuacán de los Membrillos,SECUESTRO,0
2023,Ixtlahuacán de los Membrillos,SECUESTRO,1
2024,Ixtlahuacán de los Membrillos,SECUESTRO,0
2025,Ixtlahuacán de los Membrillos,SECUESTRO,1
2015,Ixtlahuacán del Río,SECUESTRO,0
2016,Ixtlahuacán del Río,SECUESTRO,0
2017,Ixtlahuacán del Río,SECUESTRO,0
2018,Ixtlahuacán del Río,SECUESTRO,0
2019,Ixtlahuacán del Río,SECUESTRO,0
2020,Ixtlahuacán del Río,SECUESTRO,0
2021,Ixtlahuacán del Río,SECUESTRO,0
2022,Ixtlahuacán del Río,SECUESTRO,0
2023,Ixtlahuacán del Río,SECUESTRO,0
2024,Ixtlahuacán del Río,SECUESTRO,0
2025,Ixtlahuacán del Río,SECUESTRO,0
2015,Jalostotitlán,SECUESTRO,0
2016,Jalostotitlán,SECUESTRO,0
2017,Jalostotitlán,SECUESTRO,0
2018,Jalostotitlán,SECUESTRO,0
2019,Jalostotitlán,SECUESTRO,0
2020,Jalostotitlán,SECUESTRO,0
2021,Jalostotitlán,SECUESTRO,0
2022,Jalostotitlán,SECUESTRO,0
2023,Jalostotitlán,SECUESTRO,0
2024,Jalostotitlán,SECUESTRO,0
2025,Jalostotitlán,SECUESTRO,0
2015,Jamay,SECUESTRO,0
2016,Jamay,SECUESTRO,0
2017,Jamay,SECUESTRO,0
2018,Jamay,SECUESTRO,0
2019,Jamay,SECUESTRO,0
2020,Jamay,SECUESTRO,0
2021,Jamay,SECUESTRO,0
2022,Jamay,SECUESTRO,0
2023,Jamay,SECUESTRO,0
2024,Jamay,SECUESTRO,0
2025,Jamay,SECUESTRO,0
2015,Jesús María,SECUESTRO,0
2016,Jesús María,SECUESTRO,1
2017,Jesús María,SECUESTRO,0
2018,Jesús María,SECUESTRO,0
2019,Jesús María,SECUESTRO,0
2020,Jesús María,SECUESTRO,0
2021,Jesús María,SECUESTRO,0
2022,Jesús María,SECUESTRO,1
2023,Jesús María,SECUESTRO,1
2024,Jesús María,SECUESTRO,0
2025,Jesús María,SECUESTRO,0
2015,Jilotlán de los Dolores,SECUESTRO,0
2016,Jilotlán de los Dolores,SECUESTRO,0
2017,Jilotlán de los Dolores,SECUESTRO,0
2018,Jilotlán de los Dolores,SECUESTRO,0
2019,Jilotlán de los Dolores,SECUESTRO,0
2020,Jilotlán de los Dolores,SECUESTRO,0
2021,Jilotlán de los Dolores,SECUESTRO,0
2022,Jilotlán de los Dolores,SECUESTRO,0
2023,Jilotlán de los Dolores,SECUESTRO,0
2024,Jilotlán de los Dolores,SECUESTRO,0
2025,Jilotlán de los Dolores,SECUESTRO,0
2015,Jocotepec,SECUESTRO,0
2016,Jocotepec,SECUESTRO,0
2017,Jocotepec,SECUESTRO,4
2018,Jocotepec,SECUESTRO,2
2019,Jocotepec,SECUESTRO,2
2020,Jocotepec,SECUESTRO,0
2021,Jocotepec,SECUESTRO,1
2022,Jocotepec,SECUESTRO,0
2023,Jocotepec,SECUESTRO,0
2024,Jocotepec,SECUESTRO,0
2025,Jocotepec,SECUESTRO,0
2015,Juanacatlán,SECUESTRO,0
2016,Juanacatlán,SECUESTRO,0
2017,Juanacatlán,SECUESTRO,0
2018,Juanacatlán,SECUESTRO,0
2019,Juanacatlán,SECUESTRO,0
2020,Juanacatlán,SECUESTRO,0
2021,Juanacatlán,SECUESTRO,0
2022,Juanacatlán,SECUESTRO,0
2023,Juanacatlán,SECUESTRO,0
2024,Juanacatlán,SECUESTRO,0
2025,Juanacatlán,SECUESTRO,0
2015,Juchitlán,SECUESTRO,0
2016,Juchitlán,SECUESTRO,0
2017,Juchitlán,SECUESTRO,0
2018,Juchitlán,SECUESTRO,0
2019,Juchitlán,SECUESTRO,0
2020,Juchitlán,SECUESTRO,0
2021,Juchitlán,SECUESTRO,0
2022,Juchitlán,SECUESTRO,0
2023,Juchitlán,SECUESTRO,0
2024,Juchitlán,SECUESTRO,0
2025,Juchitlán,SECUESTRO,0
2015,La Barca,SECUESTRO,0
2016,La Barca,SECUESTRO,0
2017,La Barca,SECUESTRO,1
2018,La Barca,SECUESTRO,0
2019,La Barca,SECUESTRO,0
2020,La Barca,SECUESTRO,0
2021,La Barca,SECUESTRO,0
2022,La Barca,SECUESTRO,0
2023,La Barca,SECUESTRO,0
2024,La Barca,SECUESTRO,0
2025,La Barca,SECUESTRO,0
2015,La Huerta,SECUESTRO,0
2016,La Huerta,SECUESTRO,0
2017,La Huerta,SECUESTRO,0
2018,La Huerta,SECUESTRO,0
2019,La Huerta,SECUESTRO,0
2020,La Huerta,SECUESTRO,0
2021,La Huerta,SECUESTRO,0
2022,La Huerta,SECUESTRO,0
2023,La Huerta,SECUESTRO,0
2024,La Huerta,SECUESTRO,0
2025,La Huerta,SECUESTRO,0
2015,La Manzanilla de la Paz,SECUESTRO,0
2016,La Manzanilla de la Paz,SECUESTRO,0
2017,La Manzanilla de la Paz,SECUESTRO,0
2018,La Manzanilla de la Paz,SECUESTRO,0
2019,La Manzanilla de la Paz,SECUESTRO,0
2020,La Manzanilla de la Paz,SECUESTRO,0
2021,La Manzanilla de la Paz,SECUESTRO,0
2022,La Manzanilla de la Paz,SECUESTRO,0
2023,La Manzanilla de la Paz,SECUESTRO,0
2024,La Manzanilla de la Paz,SECUESTRO,0
2025,La Manzanilla de la Paz,SECUESTRO,0
2015,Lagos de Moreno,SECUESTRO,0
2016,Lagos de Moreno,SECUESTRO,0
2017,Lagos de Moreno,SECUESTRO,0
2018,Lagos de Moreno,SECUESTRO,0
2019,Lagos de Moreno,SECUESTRO,2
2020,Lagos de Moreno,SECUESTRO,0
2021,Lagos de Moreno,SECUESTRO,1
2022,Lagos de Moreno,SECUESTRO,0
2023,Lagos de Moreno,SECUESTRO,0
2024,Lagos de Moreno,SECUESTRO,0
2025,Lagos de Moreno,SECUESTRO,0
2015,Magdalena,SECUESTRO,0
2016,Magdalena,SECUESTRO,0
2017,Magdalena,SECUESTRO,0
2018,Magdalena,SECUESTRO,0
2019,Magdalena,SECUESTRO,0
2020,Magdalena,SECUESTRO,0
2021,Magdalena,SECUESTRO,0
2022,Magdalena,SECUESTRO,0
2023,Magdalena,SECUESTRO,0
2024,Magdalena,SECUESTRO,0
2025,Magdalena,SECUESTRO,0
2015,Mascota,SECUESTRO,0
2016,Mascota,SECUESTRO,0
2017,Mascota,SECUESTRO,0
2018,Mascota,SECUESTRO,0
2019,Mascota,SECUESTRO,0
2020,Mascota,SECUESTRO,0
2021,Mascota,SECUESTRO,0
2022,Mascota,SECUESTRO,0
2023,Mascota,SECUESTRO,0
2024,Mascota,SECUESTRO,0
2025,Mascota,SECUESTRO,0
2015,Mazamitla,SECUESTRO,0
2016,Mazamitla,SECUESTRO,0
2017,Mazamitla,SECUESTRO,0
2018,Mazamitla,SECUESTRO,0
2019,Mazamitla,SECUESTRO,0
2020,Mazamitla,SECUESTRO,0
2021,Mazamitla,SECUESTRO,0
2022,Mazamitla,SECUESTRO,0
2023,Mazamitla,SECUESTRO,0
2024,Mazamitla,SECUESTRO,0
2025,Mazamitla,SECUESTRO,0
2015,Mexticacán,SECUESTRO,0
2016,Mexticacán,SECUESTRO,0
2017,Mexticacán,SECUESTRO,0
2018,Mexticacán,SECUESTRO,0
2019,Mexticacán,SECUESTRO,0
2020,Mexticacán,SECUESTRO,0
2021,Mexticacán,SECUESTRO,0
2022,Mexticacán,SECUESTRO,0
2023,Mexticacán,SECUESTRO,0
2024,Mexticacán,SECUESTRO,0
2025,Mexticacán,SECUESTRO,0
2015,Mezquitic,SECUESTRO,0
2016,Mezquitic,SECUESTRO,0
2017,Mezquitic,SECUESTRO,0
2018,Mezquitic,SECUESTRO,1
2019,Mezquitic,SECUESTRO,0
2020,Mezquitic,SECUESTRO,0
2021,Mezquitic,SECUESTRO,1
2022,Mezquitic,SECUESTRO,0
2023,Mezquitic,SECUESTRO,0
2024,Mezquitic,SECUESTRO,0
2025,Mezquitic,SECUESTRO,0
2015,Mixtlán,SECUESTRO,0
2016,Mixtlán,SECUESTRO,0
2017,Mixtlán,SECUESTRO,0
2018,Mixtlán,SECUESTRO,0
2019,Mixtlán,SECUESTRO,0
2020,Mixtlán,SECUESTRO,0
2021,Mixtlán,SECUESTRO,0
2022,Mixtlán,SECUESTRO,0
2023,Mixtlán,SECUESTRO,0
2024,Mixtlán,SECUESTRO,0
2025,Mixtlán,SECUESTRO,0
2015,Ocotlán,SECUESTRO,0
2016,Ocotlán,SECUESTRO,0
2017,Ocotlán,SECUESTRO,0
2018,Ocotlán,SECUESTRO,0
2019,Ocotlán,SECUESTRO,0
2020,Ocotlán,SECUESTRO,0
2021,Ocotlán,SECUESTRO,0
2022,Ocotlán,SECUESTRO,0
2023,Ocotlán,SECUESTRO,0
2024,Ocotlán,SECUESTRO,0
2025,Ocotlán,SECUESTRO,0
2015,Ojuelos de Jalisco,SECUESTRO,0
2016,Ojuelos de Jalisco,SECUESTRO,0
2017,Ojuelos de Jalisco,SECUESTRO,0
2018,Ojuelos de Jalisco,SECUESTRO,0
2019,Ojuelos de Jalisco,SECUESTRO,0
2020,Ojuelos de Jalisco,SECUESTRO,0
2021,Ojuelos de Jalisco,SECUESTRO,0
2022,Ojuelos de Jalisco,SECUESTRO,0
2023,Ojuelos de Jalisco,SECUESTRO,0
2024,Ojuelos de Jalisco,SECUESTRO,0
2025,Ojuelos de Jalisco,SECUESTRO,0
2015,Pihuamo,SECUESTRO,0
2016,Pihuamo,SECUESTRO,0
2017,Pihuamo,SECUESTRO,0
2018,Pihuamo,SECUESTRO,0
2019,Pihuamo,SECUESTRO,0
2020,Pihuamo,SECUESTRO,0
2021,Pihuamo,SECUESTRO,0
2022,Pihuamo,SECUESTRO,0
2023,Pihuamo,SECUESTRO,0
2024,Pihuamo,SECUESTRO,0
2025,Pihuamo,SECUESTRO,0
2015,Poncitlán,SECUESTRO,0
2016,Poncitlán,SECUESTRO,0
2017,Poncitlán,SECUESTRO,0
2018,Poncitlán,SECUESTRO,0
2019,Poncitlán,SECUESTRO,0
2020,Poncitlán,SECUESTRO,0
2021,Poncitlán,SECUESTRO,0
2022,Poncitlán,SECUESTRO,0
2023,Poncitlán,SECUESTRO,0
2024,Poncitlán,SECUESTRO,0
2025,Poncitlán,SECUESTRO,0
2015,Puerto Vallarta,SECUESTRO,2
2016,Puerto Vallarta,SECUESTRO,0
2017,Puerto Vallarta,SECUESTRO,1
2018,Puerto Vallarta,SECUESTRO,0
2019,Puerto Vallarta,SECUESTRO,0
2020,Puerto Vallarta,SECUESTRO,0
2021,Puerto Vallarta,SECUESTRO,0
2022,Puerto Vallarta,SECUESTRO,0
2023,Puerto Vallarta,SECUESTRO,0
2024,Puerto Vallarta,SECUESTRO,0
2025,Puerto Vallarta,SECUESTRO,2
2015,Quitupan,SECUESTRO,0
2016,Quitupan,SECUESTRO,0
2017,Quitupan,SECUESTRO,0
2018,Quitupan,SECUESTRO,0
2019,Quitupan,SECUESTRO,0
2020,Quitupan,SECUESTRO,0
2021,Quitupan,SECUESTRO,0
2022,Quitupan,SECUESTRO,0
2023,Quitupan,SECUESTRO,0
2024,Quitupan,SECUESTRO,0
2025,Quitupan,SECUESTRO,0
2015,San Cristóbal de la Barranca,SECUESTRO,0
2016,San Cristóbal de la Barranca,SECUESTRO,0
2017,San Cristóbal de la Barranca,SECUESTRO,0
2018,San Cristóbal de la Barranca,SECUESTRO,0
2019,San Cristóbal de la Barranca,SECUESTRO,0
2020,San Cristóbal de la Barranca,SECUESTRO,0
2021,San Cristóbal de la Barranca,SECUESTRO,0
2022,San Cristóbal de la Barranca,SECUESTRO,0
2023,San Cristóbal de la Barranca,SECUESTRO,0
2024,San Cristóbal de la Barranca,SECUESTRO,0
2025,San Cristóbal de la Barranca,SECUESTRO,0
2015,San Diego de Alejandría,SECUESTRO,0
2016,San Diego de Alejandría,SECUESTRO,0
2017,San Diego de Alejandría,SECUESTRO,0
2018,San Diego de Alejandría,SECUESTRO,0
2019,San Diego de Alejandría,SECUESTRO,0
2020,San Diego de Alejandría,SECUESTRO,1
2021,San Diego de Alejandría,SECUESTRO,0
2022,San Diego de Alejandría,SECUESTRO,0
2023,San Diego de Alejandría,SECUESTRO,0
2024,San Diego de Alejandría,SECUESTRO,0
2025,San Diego de Alejandría,SECUESTRO,0
2015,San Gabriel,SECUESTRO,0
2016,San Gabriel,SECUESTRO,0
2017,San Gabriel,SECUESTRO,0
2018,San Gabriel,SECUESTRO,0
2019,San Gabriel,SECUESTRO,0
2020,San Gabriel,SECUESTRO,0
2021,San Gabriel,SECUESTRO,0
2022,San Gabriel,SECUESTRO,0
2023,San Gabriel,SECUESTRO,0
2024,San Gabriel,SECUESTRO,0
2025,San Gabriel,SECUESTRO,0
2015,San Ignacio Cerro Gordo,SECUESTRO,1
2016,San Ignacio Cerro Gordo,SECUESTRO,0
2017,San Ignacio Cerro Gordo,SECUESTRO,0
2018,San Ignacio Cerro Gordo,SECUESTRO,0
2019,San Ignacio Cerro Gordo,SECUESTRO,0
2020,San Ignacio Cerro Gordo,SECUESTRO,0
2021,San Ignacio Cerro Gordo,SECUESTRO,0
2022,San Ignacio Cerro Gordo,SECUESTRO,0
2023,San Ignacio Cerro Gordo,SECUESTRO,0
2024,San Ignacio Cerro Gordo,SECUESTRO,0
2025,San Ignacio Cerro Gordo,SECUESTRO,0
2015,San Juan de los Lagos,SECUESTRO,0
2016,San Juan de los Lagos,SECUESTRO,0
2017,San Juan de los Lagos,SECUESTRO,1
2018,San Juan de los Lagos,SECUESTRO,0
2019,San Juan de los Lagos,SECUESTRO,0
2020,San Juan de los Lagos,SECUESTRO,0
2021,San Juan de los Lagos,SECUESTRO,0
2022,San Juan de los Lagos,SECUESTRO,0
2023,San Juan de los Lagos,SECUESTRO,0
2024,San Juan de los Lagos,SECUESTRO,0
2025,San Juan de los Lagos,SECUESTRO,0
2015,San Juanito de Escobedo,SECUESTRO,0
2016,San Juanito de Escobedo,SECUESTRO,0
2017,San Juanito de Escobedo,SECUESTRO,0
2018,San Juanito de Escobedo,SECUESTRO,0
2019,San Juanito de Escobedo,SECUESTRO,0
2020,San Juanito de Escobedo,SECUESTRO,0
2021,San Juanito de Escobedo,SECUESTRO,0
2022,San Juanito de Escobedo,SECUESTRO,0
2023,San Juanito de Escobedo,SECUESTRO,0
2024,San Juanito de Escobedo,SECUESTRO,0
2025,San Juanito de Escobedo,SECUESTRO,0
2015,San Julián,SECUESTRO,0
2016,San Julián,SECUESTRO,0
2017,San Julián,SECUESTRO,0
2018,San Julián,SECUESTRO,0
2019,San Julián,SECUESTRO,0
2020,San Julián,SECUESTRO,0
2021,San Julián,SECUESTRO,0
2022,San Julián,SECUESTRO,0
2023,San Julián,SECUESTRO,0
2024,San Julián,SECUESTRO,0
2025,San Julián,SECUESTRO,0
2015,San Marcos,SECUESTRO,0
2016,San Marcos,SECUESTRO,0
2017,San Marcos,SECUESTRO,0
2018,San Marcos,SECUESTRO,0
2019,San Marcos,SECUESTRO,0
2020,San Marcos,SECUESTRO,0
2021,San Marcos,SECUESTRO,0
2022,San Marcos,SECUESTRO,0
2023,San Marcos,SECUESTRO,0
2024,San Marcos,SECUESTRO,0
2025,San Marcos,SECUESTRO,0
2015,San Martín Hidalgo,SECUESTRO,1
2016,San Martín Hidalgo,SECUESTRO,0
2017,San Martín Hidalgo,SECUESTRO,0
2018,San Martín Hidalgo,SECUESTRO,0
2019,San Martín Hidalgo,SECUESTRO,0
2020,San Martín Hidalgo,SECUESTRO,0
2021,San Martín Hidalgo,SECUESTRO,0
2022,San Martín Hidalgo,SECUESTRO,0
2023,San Martín Hidalgo,SECUESTRO,0
2024,San Martín Hidalgo,SECUESTRO,0
2025,San Martín Hidalgo,SECUESTRO,0
2015,San Martín de Bolaños,SECUESTRO,0
2016,San Martín de Bolaños,SECUESTRO,0
2017,San Martín de Bolaños,SECUESTRO,0
